,BalabanJ,BertzCT,Ipc,HallKierAlpha,Kappa1,Kappa2,Kappa3,Chi0,Chi1,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,MolLogP,MolMR,MolWt,ExactMolWt,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAmideBonds,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,RingCount,FractionCSP3,NumSpiroAtoms,NumBridgeheadAtoms,TPSA,LabuteASA,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,MQNs_atom_counts_c,MQNs_atom_counts_f,MQNs_atom_counts_cl,MQNs_atom_counts_br,MQNs_atom_counts_i,MQNs_atom_counts_s,MQNs_atom_counts_p,MQNs_atom_counts_an,MQNs_atom_counts_cn,MQNs_atom_counts_ao,MQNs_atom_counts_co,MQNs_atom_counts_hac,MQNs_bond_counts_asb,MQNs_bond_counts_adb,MQNs_bond_counts_atb,MQNs_bond_counts_csb,MQNs_bond_counts_cdb,MQNs_bond_counts_ctb,MQNs_bond_counts_rbc,MQNs_polarity_counts_hbam,MQNs_polarity_counts_hba,MQNs_polarity_counts_hbdm,MQNs_polarity_counts_hbd,MQNs_polarity_counts_negc,MQNs_polarity_counts_posc,MQNs_topology_counts_asv,MQNs_topology_counts_adv,MQNs_topology_counts_atv,MQNs_topology_counts_aqv,MQNs_topology_counts_cdv,MQNs_topology_counts_ctv,MQNs_topology_counts_cqv,MQNs_topology_counts_r3,MQNs_topology_counts_r4,MQNs_topology_counts_r5,MQNs_topology_counts_r6,MQNs_topology_counts_r7,MQNs_topology_counts_r8,MQNs_topology_counts_rg,MQNs_topology_counts_rgIO,MQNs_topology_counts_afrc,MQNs_topology_counts_bfrc,sanitize,protein,decoy_name
0,3.1149790491199645,717.6024082394301,642759.7479771164,-1.22,3.6367076188980465,3.6652898240594713,1.3109857918029424,22.137828201504693,12.590716898472602,19.343916933783095,9.422985617496897,2.8191668281286435,1.9562002286642048,1.2513356092909744,7.3439169337830945,3.8427788601414847,2.8191668281286435,1.9562002286642048,1.2513356092909744,-4.271899999999997,47.67090000000002,232.19200000000006,232.069536104,16,220.096,5,8,6,5,8,5,90,2,0,2,2,0,2,2,0,0,0,2,0.75,0,0,130.32999999999998,107.35624225099136,30.644955848567704,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,22.17218760445747,24.38188133218618,1.4118420783282006,5.724798628930538,0.0,11.814359458703013,41.03145910409225,5.724798628930538,10.209723084138854,0.0,30.399773800535822,6.55898524291629,0.0,0.0,0.0,11.814359458703013,5.309813353288376,79.83305962636501,9.589074368143644,0.0,9.595309893191539,0.0,1.4118420783282006,0.0,0.0,0.0,0.0,0.0,58.98284158629397,0.0,0.0,0.0,0.0,0.0,0.0,20.43523276442885,16.73195060045028,9.589074368143644,0.0,92.09867819349961,23.81570011337868,14.743638983371124,0.0,-4.0296782879818585,-4.0558796296296284,-15.805998204837493,-3.9331278344671183,0.0,0.0,8,0,0,0,0,0,0,0,2,6,0,16,17,2,0,10,0,0,5,14,8,0,0,0,0,2,4,0,1,0,4,5,0,0,1,1,0,0,0,0,2,1,True,1ps3,ligand_decoy_121
0,3.6688833449561074,407.889743502932,17746.047796603074,-0.2,2.3974482248520714,3.040025636917161,1.520844811753903,16.905777393935818,9.30980760018104,15.157557026545035,7.323817737056806,1.8218341664149675,1.090023290891218,0.5458248946209375,5.157557026545036,2.599072865665216,1.8218341664149675,1.090023290891218,0.5458248946209375,-2.1937999999999995,34.57419999999999,164.1570000000001,164.068473484,11,152.06099999999995,4,5,5,4,5,4,66,0,0,1,1,0,1,1,0,0,0,1,1.0,0,0,90.15,78.15832646063411,25.16981492196239,0.0,0.0,0.0,0.0,0.0,6.851892117295679,4.1122756685106605,11.563052251630866,18.24005408084997,6.290026729335213,4.293598971697903,0.0,0.0,34.76512481515394,4.293598971697903,0.0,0.0,37.46199095443085,0.0,0.0,0.0,0.0,0.0,0.0,55.33664977699542,4.736862953800049,0.0,16.447202010487217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.46199095443085,0.0,0.0,0.0,0.0,0.0,0.0,20.063287527121688,13.888908864889446,5.106527394840706,0.0,77.06846844293273,0.0,20.957506613756614,0.0,0.0,0.0,-16.90590277777778,-3.5367389455782323,0.0,0.0,6,0,0,0,0,0,0,0,0,4,1,11,15,0,0,6,0,0,4,10,5,1,1,0,0,1,3,0,1,1,1,4,0,0,0,1,0,0,0,0,0,0,True,1x8d,ligand_decoy_370
0,4.26993535823115,709.2401768165207,137684.52991237206,-0.7300000000000002,8.533215993036974,4.6753236564991125,3.6380177187874265,20.82590893470356,11.512795658630164,15.633671572955155,7.354651254134724,3.1972845126662284,1.7545730188341924,1.0677090792855022,10.26666473481061,7.116283601877033,6.14912180441345,3.4731655492387574,2.3769487847871016,2.2540000000000004,66.46039999999999,323.31799999999987,323.0221325240002,19,311.222,10,7,7,7,12,5,112,0,1,0,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,158.98000000000005,118.83979922893448,5.719716975726272,18.210999494761452,10.257021723062016,13.17124514302446,21.55172402873909,0.0,12.084837415326591,0.0,23.783321829756545,4.235526234984603,2.8236841566564013,0.0,0.0,6.176298517443475,41.18297214176736,0.0,0.0,10.257021723062016,15.967265468479026,5.719716975726272,17.648288907023584,0.0,0.0,27.239110303422656,15.976738698788287,18.210999494761452,6.176298517443475,0.0,8.304968604037436,21.875804366362143,7.0592103916410025,0.0,0.0,18.858631417708022,0.0,21.55172402873909,71.69940489082356,0.0,0.0,5.1319984868899855,0.0,0.0,0.0,0.0,9.800727503981443,31.38224463778592,0.0,129.14323684334843,-3.358194444444445,0.13143636621315258,-4.371745086923658,0.0,-3.5299768518518513,-5.566939838435376,0.0,-9.864483654572934,0.0,7,3,0,0,0,2,0,3,0,4,0,19,20,0,0,3,3,0,5,11,7,5,5,0,0,7,1,2,3,0,6,0,0,0,0,1,0,0,0,0,0,0,True,2pow,ligand_decoy_277
0,3.3386621072853546,1340.7138873623376,9208723687.46529,-0.9300000000000002,5.568968979829303,8.839048679147098,4.308444919222088,40.725768350244735,22.611325686920594,36.93794479060246,17.859903257494,4.1546570978673305,2.607987927592589,1.5572655385598309,11.937944790602453,6.054951628746999,4.1546570978673305,2.607987927592589,1.5572655385598309,-5.253399999999991,80.21730000000002,383.3499999999996,383.14276062000056,26,358.15000000000015,8,12,11,8,12,13,152,1,0,2,2,0,2,2,0,0,0,2,0.9285714285714286,0,0,198.4,183.87250338879585,55.28205955243902,4.794537184071822,0.0,0.0,0.0,0.0,0.0,10.964167785806339,32.308590272215646,48.57801865699956,13.943998815401995,15.925577329979944,0.0,0.0,79.48152091644441,10.01839760062844,5.309813353288376,0.0,67.96206751136903,13.117970485832574,0.0,0.0,0.0,5.9071797293515065,5.309813353288376,125.91538054763642,19.005126045471968,0.0,30.154787572189413,0.0,1.4118420783282006,0.0,0.0,0.0,0.0,0.0,92.29703107984147,0.0,0.0,0.0,0.0,0.0,0.0,40.498520291550534,44.20686104145047,4.794537184071822,0.0,213.08324458736905,12.900277887667839,25.33351271044975,0.0,-2.753204007517451,-5.083811649659869,-43.6543854124588,-12.908967449183958,0.0,0.0,14,0,0,0,0,0,0,1,0,9,2,26,39,1,0,12,0,0,13,23,12,0,0,0,0,1,8,2,3,2,0,10,0,0,0,2,0,0,0,0,0,0,True,2arb,ligand_decoy_24
0,3.3386621072853546,1340.7138873623376,9208723687.46529,-0.9300000000000002,5.568968979829303,8.839048679147098,4.308444919222088,40.725768350244735,22.611325686920594,36.93794479060246,17.859903257494,4.1546570978673305,2.607987927592589,1.5572655385598309,11.937944790602453,6.054951628746999,4.1546570978673305,2.607987927592589,1.5572655385598309,-5.253399999999991,80.21730000000002,383.3499999999996,383.14276062000056,26,358.15000000000015,8,12,11,8,12,13,152,1,0,2,2,0,2,2,0,0,0,2,0.9285714285714286,0,0,198.4,183.87250338879585,55.28205955243902,4.794537184071822,0.0,0.0,0.0,0.0,0.0,10.964167785806339,32.308590272215646,48.57801865699956,13.943998815401995,15.925577329979944,0.0,0.0,79.48152091644441,10.01839760062844,5.309813353288376,0.0,67.96206751136903,13.117970485832574,0.0,0.0,0.0,5.9071797293515065,5.309813353288376,125.91538054763642,19.005126045471968,0.0,30.154787572189413,0.0,1.4118420783282006,0.0,0.0,0.0,0.0,0.0,92.29703107984147,0.0,0.0,0.0,0.0,0.0,0.0,40.498520291550534,44.20686104145047,4.794537184071822,0.0,213.08324458736905,12.900277887667839,25.33351271044975,0.0,-2.753204007517451,-5.083811649659869,-43.6543854124588,-12.908967449183958,0.0,0.0,14,0,0,0,0,0,0,1,0,9,2,26,39,1,0,12,0,0,13,23,12,0,0,0,0,1,8,2,3,2,0,10,0,0,0,2,0,0,0,0,0,0,True,2arb,ligand_decoy_12
0,3.6629546741956514,549.1796064969435,5659.412205186381,0.16999999999999998,4.599250559368817,4.418501829471879,2.9008083304133616,14.248558665513931,8.15680695597779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,179.53799999999995,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,82.15624301682313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2h6b,ligand_decoy_155
0,4.629622259725085,1020.9765468993306,42308657.67370293,-0.4,5.3113479556498175,7.24167627835448,4.2944318696242645,31.474691494688173,17.269167453961927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,290.119,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,144.28286041838783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3b50,ligand_decoy_318
0,6.881466875349451,338.2571805213645,6315.886407564978,-0.08,0.6111824002838663,2.2845546372819103,5.920000000000001,17.707106781186546,8.81066017177982,17.35546188596382,8.25679962669571,0.8846858647408921,0.21334864477124807,0.06846531968814577,3.3554618859638214,1.3485513362318473,0.8846858647408921,0.21334864477124807,0.06846531968814577,-0.3150999999999999,29.985199999999985,104.17299999999993,104.10699048809,7,90.06099999999998,1,2,1,1,2,6,44,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,20.23,64.71931565488735,9.591839048801836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.30632717397592,6.496859684315945,0.0,1.4311996572326342,0.0,0.0,27.411700279014692,1.4311996572326342,0.0,0.0,0.0,33.98332562807897,0.0,0.0,0.0,0.0,0.0,45.006364334113435,0.0,0.0,17.81986123021286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.4663564857736,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,19.251060887445494,0.0,0.0,97.72569444444444,0.0,3.4366666666666665,0.0,0.0,0.0,0.0,-19.91236111111112,0.0,0.0,5,0,0,0,0,0,0,1,0,1,0,7,20,0,0,0,0,0,6,2,1,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2reg,ligand_decoy_83
0,2.006845266629921,2955.05266835724,6.9809104747111496e+16,-0.24,5.740080181764037,16.00014433266819,9.198655499051288,67.9282032302755,36.02350269189625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,448.3560000000003,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,283.47104627411386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1h23,ligand_decoy_151
0,2.0343615993451127,2750.4067029267626,547150569162968.25,-0.24,5.555173194915758,14.486926087725056,8.139872937091331,62.92820323027553,33.52350269189626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,424.3340000000002,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,265.121280044649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1h22,ligand_decoy_29
0,2.612972424908314,1428.1693438747366,391249712.0620999,-1.8799999999999997,3.7786158741222535,6.084896581778482,2.608720386298476,35.0330157158901,19.1870637143698,32.580206757355406,16.592778860141486,3.89078703971932,2.6380209706405093,1.6937805661141512,10.580206757355409,5.645565264641527,3.89078703971932,2.6380209706405093,1.6937805661141512,0.4506000000000008,79.46520000000005,304.36599999999964,304.1543346040906,22,282.19,1,5,4,1,5,5,118,0,1,2,2,0,2,2,1,0,0,3,0.5294117647058824,0,2,57.04,160.71148003603602,14.36666038773262,4.794537184071822,4.794537184071822,0.0,0.0,18.127256122989884,12.084837415326591,27.34332604100945,46.156501661764814,17.99186818066271,0.0,0.0,0.0,13.350452654231901,54.153506513779135,0.0,0.0,5.89395768536308,37.23457766763742,14.013779359164836,35.77554503001347,0.0,0.0,11.938610575903699,4.892934480132522,44.06819289871781,14.268263091671919,5.89395768536308,58.26269305933164,30.212093538316477,1.4118420783282006,0.0,0.0,0.0,0.0,0.0,109.74940479821504,0.0,0.0,0.0,0.0,0.0,0.0,4.736862953800049,34.93463471170287,9.589074368143644,0.0,188.19766392668186,23.29578496888245,0.0,-1.505172508818342,-10.20535712973461,-15.684298953620068,-18.60097360030509,-4.431701103338236,-3.982612266414578,0.0,17,0,0,0,0,0,0,0,1,4,0,22,29,2,0,12,3,0,5,8,4,0,0,0,1,2,2,2,2,0,6,8,0,0,1,2,0,0,0,0,3,2,True,2pgz,ligand_decoy_250
0,3.724982798120569,907.4328734951273,2114376.565285975,-0.6200000000000003,4.447581121495398,7.735820856902587,4.937315409401991,26.585421958697395,14.316984673597,23.812837905806852,11.815935352870774,2.5992204004807253,1.4253736214460964,0.7548900591424356,10.523761677734496,6.30994227263868,4.5329198386841965,2.6972720135220456,1.568542777885954,4.070900000000004,81.20260000000005,288.4339999999997,288.0853865000005,18,268.27399999999994,2,3,4,3,5,8,102,0,1,0,0,0,0,0,1,0,0,1,0.38461538461538464,0,0,49.69,136.70523628931502,4.736862953800049,9.105499747380726,0.0,23.21861314539245,0.0,12.152040213667762,43.0994487344284,18.041783890682137,13.120034812539096,12.308497076200194,0.0,0.0,0.0,0.0,34.403741043734065,0.0,0.0,0.0,18.120300494142835,17.96889901321661,36.32171504432094,0.0,5.749511833283905,23.21861314539245,4.736862953800049,27.07439876059733,0.0,0.0,33.78619536117836,41.21719851983872,0.0,0.0,0.0,0.0,5.749511833283905,23.21861314539245,76.59821016867599,0.0,12.152040213667762,0.0,0.0,0.0,0.0,12.628789148012993,25.298241296353346,9.105499747380726,0.0,140.00246671060492,-1.3936081716637263,0.0,-7.17903723673813,-1.0720015230886601,-5.04929618606702,-2.8154327698929285,-5.647291831785082,-5.258957385365888,3.302047282885403,13,0,0,0,0,2,0,0,0,3,0,18,26,1,0,3,3,0,8,6,3,2,2,0,0,3,3,0,6,0,6,0,0,0,0,1,0,0,0,0,0,0,True,3b92,ligand_decoy_4
0,1.6104813639246471,2727.5271853421896,6426306740213.848,-3.84,6.229851089234521,8.499192291768603,3.88101023513702,48.40037653492104,28.23368167571106,45.59152986346361,23.630384245463443,6.4887434589635635,4.378026557914692,2.896988144017558,16.591529863463613,9.288743458963568,6.4887434589635635,4.378026557914692,2.896988144017558,3.5066000000000024,136.62009999999992,453.5699999999997,453.2397359680909,34,424.33800000000025,3,7,4,3,7,7,172,0,5,1,1,2,1,1,3,0,0,6,0.25925925925925924,0,0,74.27,238.86682801775916,24.483713705241552,0.0,9.967957041894415,0.0,0.0,0.0,67.27607919392861,20.92656492658821,93.11650054284232,17.398320829283758,2.8236841566564013,0.0,0.0,1.4118420783282006,49.505046129342915,0.0,19.921963582352927,0.0,6.851892117295679,44.42216061131278,60.424187076632954,0.0,28.52522381267775,27.75418914514861,14.529707164783046,59.44421446281522,0.0,0.0,42.49161457772141,60.424187076632954,4.235526234984603,44.842514849858894,0.0,5.687386274683562,5.749511833283905,0.0,172.8705872432003,9.954006540458504,0.0,0.0,0.0,0.0,0.0,9.967957041894415,44.612111649210384,0.0,0.0,246.96517753670918,4.742387818587826,0.0,-6.075724665266585,-2.805008043635256,-10.95164904643584,0.0,-27.791850266625946,0.0,0.0,27,0,0,0,0,0,0,0,6,1,0,34,36,0,0,19,13,0,7,7,6,0,0,0,1,0,1,0,3,2,23,5,0,0,2,4,0,0,0,0,4,2,True,3f8c,ligand_decoy_166
0,2.977925365484321,1003.1536202039164,6327698.030184858,-0.05,7.886934226495645,6.826144338632133,4.070965278774179,26.86987900907357,15.121643988998635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,325.0850000000001,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,140.1122907847786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2q8z,ligand_decoy_287
0,2.4497347422247406,2130.5851727496242,94527497680.52248,-0.12,6.475109618679111,8.096520290236263,4.302433163054461,44.02206135741018,24.816213671244945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,360.28300000000013,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,209.46080673109552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1fcx,ligand_decoy_58
0,2.087370420420115,1756.0390195745886,968952680.552828,-0.41,7.12856185681923,7.9110944540936785,4.19172602128892,34.12687384302478,19.58512864870579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,343.22699999999986,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,172.5974546956851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3bgq,ligand_decoy_227
0,2.4611626137089595,1111.6059113159174,3928448.010188342,-1.81,4.6316829655676965,4.3842388535215004,1.7476128588760207,23.78409257144667,14.120156669734785,20.83009583431915,10.409164518032949,3.344835698494588,2.296658701749016,1.4659790516246858,8.830095834319149,4.737206051141402,3.344835698494588,2.296658701749016,1.4659790516246858,-2.2689,61.15810000000002,268.22899999999976,268.0807694840003,19,256.133,4,9,8,4,9,5,102,0,2,1,1,2,1,1,0,0,0,3,0.5,0,0,133.48999999999998,122.8455049149076,25.040290797350934,9.361636831863176,9.967957041894415,0.0,0.0,0.0,0.0,0.0,27.39028000787006,20.981571193190405,18.779672826648746,4.293598971697903,5.559266895052008,0.0,32.44119805481164,4.293598971697903,19.51205995991502,0.0,24.44400689078652,6.55898524291629,22.960547507056283,0.0,0.0,11.163877938383989,5.559266895052008,63.93112282870082,4.736862953800049,0.0,17.170021259298313,17.401280612004282,1.4118420783282006,11.163877938383989,0.0,0.0,0.0,0.0,60.33288039507126,9.544102918020606,0.0,0.0,0.0,0.0,0.0,25.29438161521605,21.408372453187923,4.794537184071822,0.0,97.99660402414077,19.142609025474282,11.880781714494285,-2.887662181384899,0.0,0.0,-16.872324472999075,-3.67667477639204,0.0,0.0,10,0,0,0,0,0,0,0,4,4,1,19,17,1,0,10,5,0,5,14,9,0,0,0,0,1,3,0,1,3,7,4,0,0,2,1,0,0,0,0,2,1,True,2fqw,ligand_decoy_248
0,3.682063919252684,584.9973402640544,35926.59785137782,-0.24,3.4065973356889807,4.316641100560019,2.599275173466092,18.59385812713468,9.991923061470668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,176.08700000000002,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,88.59001562101636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3dp4,ligand_decoy_47
0,3.6951049576268815,485.6749298587452,14734.155452576242,-0.2,2.3974482248520714,3.4647187728268816,2.1125000000000007,17.01650785794505,9.191428453584244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,148.07699999999997,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,78.02762129006501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2q89,ligand_decoy_219
