,pKd,vina,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,delta
2hnc,,3.3230984497000002,,,,,,,,,,,,,,,,,,,,,
3lgs,,-17.045295383800003,,,,,,,,,,,,,,,,,,,,,
1x8j,,6.259200240499999,,,,,,,,,,,,,,,,,,,,,
4auj,,5.274541259799999,,,,,,,,,,,,,,,,,,,,,
3l4y,,4.0746763131,,,,,,,,,,,,,,,,,,,,,
6gg4,,4.6627519206,,,,,,,,,,,,,,,,,,,,,
5kax,,6.6688690753,,,,,,,,,,,,,,,,,,,,,
4ido,,8.556505590299999,,,,,,,,,,,,,,,,,,,,,
4ufl,,3.9974618208,,,,,,,,,,,,,,,,,,,,,
5h8g,,7.2025270597,,,,,,,,,,,,,,,,,,,,,
4r5t,,6.4208174271,,,,,,,,,,,,,,,,,,,,,
4agp,,5.1059265786,,,,,,,,,,,,,,,,,,,,,
5c1m,,9.5140841202,,,,,,,,,,,,,,,,,,,,,
4j7d,,6.6257105237000005,,,,,,,,,,,,,,,,,,,,,
3pju,,10.965059368399999,,,,,,,,,,,,,,,,,,,,,
2fxu,,6.370500013099999,,,,,,,,,,,,,,,,,,,,,
5fl4,,5.072105354700001,,,,,,,,,,,,,,,,,,,,,
5sz3,,3.9543326088,,,,,,,,,,,,,,,,,,,,,
4de0,,6.6913725485,,,,,,,,,,,,,,,,,,,,,
1fpc,,6.0707593246,,,,,,,,,,,,,,,,,,,,,
5xvg,,6.3485613272000005,,,,,,,,,,,,,,,,,,,,,
1m2p,,7.151740212099999,,,,,,,,,,,,,,,,,,,,,
5ulp,,7.1599479652,,,,,,,,,,,,,,,,,,,,,
5kly,,7.5653405533,,,,,,,,,,,,,,,,,,,,,
6f9u,,5.6774253121000005,,,,,,,,,,,,,,,,,,,,,
5elw,,4.0520701513,,,,,,,,,,,,,,,,,,,,,
5vgy,,4.498934264,,,,,,,,,,,,,,,,,,,,,
4m3p,,2.2900364639,,,,,,,,,,,,,,,,,,,,,
2ax9,,5.078904807,,,,,,,,,,,,,,,,,,,,,
2zx7,,4.839787067,,,,,,,,,,,,,,,,,,,,,
6q3q,,4.1347418092,,,,,,,,,,,,,,,,,,,,,
3a9i,,3.4852070746,,,,,,,,,,,,,,,,,,,,,
6cpa,,5.1772071368,,,,,,,,,,,,,,,,,,,,,
1w0z,,5.2401699183999995,,,,,,,,,,,,,,,,,,,,,
4qpd,,6.5209094725,,,,,,,,,,,,,,,,,,,,,
4q99,,2.8131028526999997,,,,,,,,,,,,,,,,,,,,,
2c92,,6.305512799100001,,,,,,,,,,,,,,,,,,,,,
2i3i,,6.0870281328,,,,,,,,,,,,,,,,,,,,,
3kmy,,4.044456525099998,,,,,,,,,,,,,,,,,,,,,
1hxb,,7.8843866986,,,,,,,,,,,,,,,,,,,,,
2ewb,,2.9090360098000003,,,,,,,,,,,,,,,,,,,,,
6fhq,,2.4424923604,,,,,,,,,,,,,,,,,,,,,
1rp7,,6.266410447199999,,,,,,,,,,,,,,,,,,,,,
2x09,,3.7445031245,,,,,,,,,,,,,,,,,,,,,
2za5,,8.706746347000001,,,,,,,,,,,,,,,,,,,,,
2reg,,3.3946283945,,,,,,,,,,,,,,,,,,,,,
1nli,,4.0413685322,,,,,,,,,,,,,,,,,,,,,
6fuh,,6.675089070499999,,,,,,,,,,,,,,,,,,,,,
4ahs,,4.0818058359,,,,,,,,,,,,,,,,,,,,,
4j21,,9.1564417311,,,,,,,,,,,,,,,,,,,,,
6dar,,7.070799590599999,,,,,,,,,,,,,,,,,,,,,
2i4v,,6.7416092786,,,,,,,,,,,,,,,,,,,,,
5aol,,4.8203275773000005,,,,,,,,,,,,,,,,,,,,,
4ht0,,3.2118426865,,,,,,,,,,,,,,,,,,,,,
3dnd,,3.0639564327,,,,,,,,,,,,,,,,,,,,,
3w37,,6.1799246413,,,,,,,,,,,,,,,,,,,,,
6guh,,6.9435024011,,,,,,,,,,,,,,,,,,,,,
4ca7,,8.523806606099999,,,,,,,,,,,,,,,,,,,,,
3bxf,,4.6118623844,,,,,,,,,,,,,,,,,,,,,
5hcv,,10.575495494499998,,,,,,,,,,,,,,,,,,,,,
4q87,,3.2767858911000003,,,,,,,,,,,,,,,,,,,,,
3vha,,8.6145833285,,,,,,,,,,,,,,,,,,,,,
4eor,,6.5103472165,,,,,,,,,,,,,,,,,,,,,
3q1x,,2.3188039417,,,,,,,,,,,,,,,,,,,,,
3oe4,,7.5971593495,,,,,,,,,,,,,,,,,,,,,
5l7e,,7.2902231241,,,,,,,,,,,,,,,,,,,,,
1ohr,,8.0568448674,,,,,,,,,,,,,,,,,,,,,
1owh,,6.0045398474,,,,,,,,,,,,,,,,,,,,,
4cd4,,6.844231864499999,,,,,,,,,,,,,,,,,,,,,
2w4x,,4.5793541076,,,,,,,,,,,,,,,,,,,,,
1rnt,,3.3988679667,,,,,,,,,,,,,,,,,,,,,
5za8,,6.5935983315,,,,,,,,,,,,,,,,,,,,,
5n0e,,5.673655173499999,,,,,,,,,,,,,,,,,,,,,
5t9z,,7.3311445312,,,,,,,,,,,,,,,,,,,,,
4kn1,,7.395897028399999,,,,,,,,,,,,,,,,,,,,,
3q44,,6.645932843000001,,,,,,,,,,,,,,,,,,,,,
5tfx,,5.460979748,,,,,,,,,,,,,,,,,,,,,
1kzk,,9.2250083763,,,,,,,,,,,,,,,,,,,,,
4ddm,,1.8116616208,,,,,,,,,,,,,,,,,,,,,
2ihj,,7.416889512199999,,,,,,,,,,,,,,,,,,,,,
3hcm,,1.0147980848,,,,,,,,,,,,,,,,,,,,,
4q7v,,3.1869186963,,,,,,,,,,,,,,,,,,,,,
3p9m,,6.9109207753,,,,,,,,,,,,,,,,,,,,,
5ant,,6.1873989044,,,,,,,,,,,,,,,,,,,,,
4ffs,,6.647091757199999,,,,,,,,,,,,,,,,,,,,,
2fpz,,4.1388933626,,,,,,,,,,,,,,,,,,,,,
3fed,,3.9955547468,,,,,,,,,,,,,,,,,,,,,
3eqr,,7.473676308,,,,,,,,,,,,,,,,,,,,,
2arm,,0.1543042913,,,,,,,,,,,,,,,,,,,,,
6fui,,6.937150377699998,,,,,,,,,,,,,,,,,,,,,
3n7a,,5.314355097,,,,,,,,,,,,,,,,,,,,,
2qi6,,7.184651908399999,,,,,,,,,,,,,,,,,,,,,
5u4d,,3.2096788910000003,,,,,,,,,,,,,,,,,,,,,
3h8b,,5.5632355889,,,,,,,,,,,,,,,,,,,,,
4lch,,7.9133742234,,,,,,,,,,,,,,,,,,,,,
1pxn,,6.11877358,,,,,,,,,,,,,,,,,,,,,
5isz,,9.376254014299999,,,,,,,,,,,,,,,,,,,,,
1w9u,,7.837039919099999,,,,,,,,,,,,,,,,,,,,,
5oss,,2.8173864343,,,,,,,,,,,,,,,,,,,,,
3rlp,,5.905914782000001,,,,,,,,,,,,,,,,,,,,,
5jsg,,6.220868053099999,,,,,,,,,,,,,,,,,,,,,
5dit,,5.8048471949,,,,,,,,,,,,,,,,,,,,,
3t0d,,4.381157774699998,,,,,,,,,,,,,,,,,,,,,
1oar,,6.3947198529,,,,,,,,,,,,,,,,,,,,,
3t0x,,9.7568766451,,,,,,,,,,,,,,,,,,,,,
2za0,,5.1890823399,,,,,,,,,,,,,,,,,,,,,
3t1a,,8.995829425799998,,,,,,,,,,,,,,,,,,,,,
5nee,,2.9458131983999998,,,,,,,,,,,,,,,,,,,,,
4asj,,7.2902231241,,,,,,,,,,,,,,,,,,,,,
5v7a,,4.4352233226,,,,,,,,,,,,,,,,,,,,,
2o4r,,9.1524662153,,,,,,,,,,,,,,,,,,,,,
4lkk,,3.7816763976999996,,,,,,,,,,,,,,,,,,,,,
1adl,,4.1081234571,,,,,,,,,,,,,,,,,,,,,
2py4,,6.8382172465,,,,,,,,,,,,,,,,,,,,,
1ttm,,3.725909153,,,,,,,,,,,,,,,,,,,,,
5e2l,,5.21731437,,,,,,,,,,,,,,,,,,,,,
1p1o,,5.643105315,,,,,,,,,,,,,,,,,,,,,
1hpx,,6.526542675700001,,,,,,,,,,,,,,,,,,,,,
1zfq,,3.8220036779,,,,,,,,,,,,,,,,,,,,,
6f9v,,6.4169299301,,,,,,,,,,,,,,,,,,,,,
3gbb,,5.2738811188,,,,,,,,,,,,,,,,,,,,,
5b2d,,4.7610982598,,,,,,,,,,,,,,,,,,,,,
5boj,,4.3060117242,,,,,,,,,,,,,,,,,,,,,
6cjv,,2.1690619582,,,,,,,,,,,,,,,,,,,,,
2qpu,,3.3715894736000003,,,,,,,,,,,,,,,,,,,,,
1b5h,,5.3500980647,,,,,,,,,,,,,,,,,,,,,
5fnf,,4.5330488839,,,,,,,,,,,,,,,,,,,,,
3u8n,,4.6801282987,,,,,,,,,,,,,,,,,,,,,
2zz2,,6.265126839700001,,,,,,,,,,,,,,,,,,,,,
5sxm,,5.5282114414,,,,,,,,,,,,,,,,,,,,,
5hcy,,7.340811929400001,,,,,,,,,,,,,,,,,,,,,
4np3,,5.0861810278,,,,,,,,,,,,,,,,,,,,,
3dyo,,4.8676376823,,,,,,,,,,,,,,,,,,,,,
2p3c,,6.0610699217,,,,,,,,,,,,,,,,,,,,,
4gr3,,4.504398764499999,,,,,,,,,,,,,,,,,,,,,
2afx,,3.4276501143,,,,,,,,,,,,,,,,,,,,,
2wzf,,6.1172039114,,,,,,,,,,,,,,,,,,,,,
3twp,,3.3558341084000003,,,,,,,,,,,,,,,,,,,,,
4iic,,4.1586609181,,,,,,,,,,,,,,,,,,,,,
3oyq,,2.9410308436,,,,,,,,,,,,,,,,,,,,,
2gvj,,8.1553525744,,,,,,,,,,,,,,,,,,,,,
5i3y,,7.7562533305,,,,,,,,,,,,,,,,,,,,,
1gi1,,5.138317497,,,,,,,,,,,,,,,,,,,,,
1rtf,,4.5254499275,,,,,,,,,,,,,,,,,,,,,
5g5z,,6.222496400899999,,,,,,,,,,,,,,,,,,,,,
4r4o,,4.4104607002,,,,,,,,,,,,,,,,,,,,,
1f0u,,6.7705601289,,,,,,,,,,,,,,,,,,,,,
4uof,,4.6416347435,,,,,,,,,,,,,,,,,,,,,
4ipj,,3.2274073443,,,,,,,,,,,,,,,,,,,,,
4e4n,,7.0135140216,,,,,,,,,,,,,,,,,,,,,
4ipi,,1.8034098583000002,,,,,,,,,,,,,,,,,,,,,
2fzk,,1.2112267067999998,,,,,,,,,,,,,,,,,,,,,
4ocq,,5.4817081754,,,,,,,,,,,,,,,,,,,,,
2vsl,,3.7609039609,,,,,,,,,,,,,,,,,,,,,
5f2p,,4.4052969306,,,,,,,,,,,,,,,,,,,,,
4yxi,,3.5353337812000003,,,,,,,,,,,,,,,,,,,,,
2wos,,5.2397298244,,,,,,,,,,,,,,,,,,,,,
1s19,,8.691519094599997,,,,,,,,,,,,,,,,,,,,,
4lm0,,3.3658829214000003,,,,,,,,,,,,,,,,,,,,,
2qzr,,5.4812534116,,,,,,,,,,,,,,,,,,,,,
5mpn,,5.057860978899999,,,,,,,,,,,,,,,,,,,,,
6hrq,,4.8685838844,,,,,,,,,,,,,,,,,,,,,
2bvr,,4.7499418769,,,,,,,,,,,,,,,,,,,,,
3sw8,,4.0762313119,,,,,,,,,,,,,,,,,,,,,
1gaf,,4.9720059744,,,,,,,,,,,,,,,,,,,,,
3cd7,,6.322749814099998,,,,,,,,,,,,,,,,,,,,,
5lyr,,5.8402967666,,,,,,,,,,,,,,,,,,,,,
5mrb,,7.7800110716,,,,,,,,,,,,,,,,,,,,,
3brn,,5.5705631539999985,,,,,,,,,,,,,,,,,,,,,
5nea,,3.9641173654000004,,,,,,,,,,,,,,,,,,,,,
3r4n,,5.426755104600001,,,,,,,,,,,,,,,,,,,,,
2r59,,7.409327230300001,,,,,,,,,,,,,,,,,,,,,
4n9a,,3.811287389,,,,,,,,,,,,,,,,,,,,,
5wxh,,4.795066181699999,,,,,,,,,,,,,,,,,,,,,
4qsv,,3.2260137133,,,,,,,,,,,,,,,,,,,,,
4ish,,8.9471256898,,,,,,,,,,,,,,,,,,,,,
3wtm,,4.6038306689,,,,,,,,,,,,,,,,,,,,,
5ka7,,4.916876866,,,,,,,,,,,,,,,,,,,,,
3hfb,,-2.4267956744,,,,,,,,,,,,,,,,,,,,,
1p19,,2.107463468,,,,,,,,,,,,,,,,,,,,,
2xbw,,9.0705280474,,,,,,,,,,,,,,,,,,,,,
4non,,4.5239389381,,,,,,,,,,,,,,,,,,,,,
5wqc,,6.0528695035,,,,,,,,,,,,,,,,,,,,,
4io2,,4.1080354383,,,,,,,,,,,,,,,,,,,,,
3gc5,,7.2877292581,,,,,,,,,,,,,,,,,,,,,
2y5h,,6.2573005014000005,,,,,,,,,,,,,,,,,,,,,
5e2p,,8.2309240491,,,,,,,,,,,,,,,,,,,,,
3ibn,,2.2828335921000003,,,,,,,,,,,,,,,,,,,,,
2jke,,4.7323747914,,,,,,,,,,,,,,,,,,,,,
3ocp,,6.0554660581,,,,,,,,,,,,,,,,,,,,,
6g2m,,6.8332441843,,,,,,,,,,,,,,,,,,,,,
3b7j,,2.4883794947999998,,,,,,,,,,,,,,,,,,,,,
3tfn,,5.860453071799999,,,,,,,,,,,,,,,,,,,,,
4h42,,3.1733858058,,,,,,,,,,,,,,,,,,,,,
3n9s,,3.2530208151,,,,,,,,,,,,,,,,,,,,,
6fhu,,3.1479850471,,,,,,,,,,,,,,,,,,,,,
3zt3,,6.8893414995,,,,,,,,,,,,,,,,,,,,,
4yml,,6.5807769263,,,,,,,,,,,,,,,,,,,,,
5efc,,4.2290392836,,,,,,,,,,,,,,,,,,,,,
5g5v,,8.3313314952,,,,,,,,,,,,,,,,,,,,,
4avh,,4.5766695342000006,,,,,,,,,,,,,,,,,,,,,
4ef6,,4.2321492812,,,,,,,,,,,,,,,,,,,,,
4lxz,,4.558420302999999,,,,,,,,,,,,,,,,,,,,,
3fee,,4.141431238,,,,,,,,,,,,,,,,,,,,,
5i88,,6.1156489126,,,,,,,,,,,,,,,,,,,,,
1gfy,,4.6397423393,,,,,,,,,,,,,,,,,,,,,
3k8q,,4.6757126889,,,,,,,,,,,,,,,,,,,,,
4hu1,,4.1924234628,,,,,,,,,,,,,,,,,,,,,
3zsx,,5.4649332591,,,,,,,,,,,,,,,,,,,,,
5x62,,6.8227552773,,,,,,,,,,,,,,,,,,,,,
3f3d,,3.8687710003,,,,,,,,,,,,,,,,,,,,,
4mc6,,5.063061423,,,,,,,,,,,,,,,,,,,,,
2e27,,6.095499942299999,,,,,,,,,,,,,,,,,,,,,
1met,,8.0483070438,,,,,,,,,,,,,,,,,,,,,
2qbw,,7.3484548952,,,,,,,,,,,,,,,,,,,,,
1lgw,,3.8967316391000004,,,,,,,,,,,,,,,,,,,,,
3k02,,7.8464285911,,,,,,,,,,,,,,,,,,,,,
5b25,,9.5064998336,,,,,,,,,,,,,,,,,,,,,
1m1b,,3.1710679774000003,,,,,,,,,,,,,,,,,,,,,
2wvt,,3.9612347497,,,,,,,,,,,,,,,,,,,,,
1v7a,,5.0037514216000005,,,,,,,,,,,,,,,,,,,,,
3ibu,,2.7969734076,,,,,,,,,,,,,,,,,,,,,
5ka1,,4.9379793733,,,,,,,,,,,,,,,,,,,,,
2cf8,,9.1434442883,,,,,,,,,,,,,,,,,,,,,
1c5q,,5.1789381732,,,,,,,,,,,,,,,,,,,,,
5ueu,,6.676284659199999,,,,,,,,,,,,,,,,,,,,,
2p3a,,6.4342843035,,,,,,,,,,,,,,,,,,,,,
6f1n,,6.1377563012000005,,,,,,,,,,,,,,,,,,,,,
8cpa,,4.1162578612,,,,,,,,,,,,,,,,,,,,,
4jss,,1.5911671919,,,,,,,,,,,,,,,,,,,,,
4ucc,,4.0637399772,,,,,,,,,,,,,,,,,,,,,
1q84,,9.872533348300001,,,,,,,,,,,,,,,,,,,,,
2vwc,,7.420564297099999,,,,,,,,,,,,,,,,,,,,,
4poj,,8.3684240845,,,,,,,,,,,,,,,,,,,,,
2usn,,4.0589942969,,,,,,,,,,,,,,,,,,,,,
5mrm,,5.6470734959,,,,,,,,,,,,,,,,,,,,,
4jwk,,2.8419583493,,,,,,,,,,,,,,,,,,,,,
3be9,,9.7290040251,,,,,,,,,,,,,,,,,,,,,
2xdx,,4.5530364864,,,,,,,,,,,,,,,,,,,,,
2pvj,,7.8838879254,,,,,,,,,,,,,,,,,,,,,
1hee,,5.6606063864,,,,,,,,,,,,,,,,,,,,,
4j46,,4.5321466912,,,,,,,,,,,,,,,,,,,,,
5oot,,6.2298826452,,,,,,,,,,,,,,,,,,,,,
3pd8,,5.5522479087,,,,,,,,,,,,,,,,,,,,,
2p4s,,6.1323284752000005,,,,,,,,,,,,,,,,,,,,,
1rbp,,6.6669766711000005,,,,,,,,,,,,,,,,,,,,,
2yk1,,5.167803794999998,,,,,,,,,,,,,,,,,,,,,
5upz,,7.416361399399999,,,,,,,,,,,,,,,,,,,,,
5xsr,,7.889433109800001,,,,,,,,,,,,,,,,,,,,,
4f6w,,10.575590848200001,,,,,,,,,,,,,,,,,,,,,
4q4p,,6.248344588499999,,,,,,,,,,,,,,,,,,,,,
4j22,,8.2685154116,,,,,,,,,,,,,,,,,,,,,
4tjz,,3.1031468033999996,,,,,,,,,,,,,,,,,,,,,
1pxp,,5.9542664428,,,,,,,,,,,,,,,,,,,,,
3ppq,,1.7851679619999998,,,,,,,,,,,,,,,,,,,,,
4wkn,,6.4824966012,,,,,,,,,,,,,,,,,,,,,
4lrr,,2.7223334652,,,,,,,,,,,,,,,,,,,,,
3ap4,,4.4126318306,,,,,,,,,,,,,,,,,,,,,
1c5n,,4.1376537645,,,,,,,,,,,,,,,,,,,,,
2oi2,,3.0072943301999997,,,,,,,,,,,,,,,,,,,,,
6ghj,,5.2992525379,,,,,,,,,,,,,,,,,,,,,
1f4f,,3.7450092326,,,,,,,,,,,,,,,,,,,,,
4yha,,1.9215310879,,,,,,,,,,,,,,,,,,,,,
4u71,,2.6210971754,,,,,,,,,,,,,,,,,,,,,
1sqo,,6.0911136721000005,,,,,,,,,,,,,,,,,,,,,
2oc2,,7.342366928200001,,,,,,,,,,,,,,,,,,,,,
6gnm,,4.5725179808,,,,,,,,,,,,,,,,,,,,,
1bxo,,8.932514569,,,,,,,,,,,,,,,,,,,,,
3b7r,,6.3341922581,,,,,,,,,,,,,,,,,,,,,
3uw4,,6.145641318699999,,,,,,,,,,,,,,,,,,,,,
6exi,,6.2772000851,,,,,,,,,,,,,,,,,,,,,
5j8u,,6.7603132736000004,,,,,,,,,,,,,,,,,,,,,
2bq7,,5.455295200499999,,,,,,,,,,,,,,,,,,,,,
2r3w,,8.284109409,,,,,,,,,,,,,,,,,,,,,
5fh8,,5.7250801574,,,,,,,,,,,,,,,,,,,,,
2jkh,,6.758809619099998,,,,,,,,,,,,,,,,,,,,,
2wlz,,6.234628325499999,,,,,,,,,,,,,,,,,,,,,
3fur,,8.123365075499999,,,,,,,,,,,,,,,,,,,,,
6h2t,,4.4284898844,,,,,,,,,,,,,,,,,,,,,
4u0w,,6.7414919202,,,,,,,,,,,,,,,,,,,,,
1hsl,,4.3701774294,,,,,,,,,,,,,,,,,,,,,
5mgk,,3.1730410655,,,,,,,,,,,,,,,,,,,,,
2q7q,,4.4895602618,,,,,,,,,,,,,,,,,,,,,
3re4,,5.3594720669,,,,,,,,,,,,,,,,,,,,,
5ive,,7.075486591700001,,,,,,,,,,,,,,,,,,,,,
4cjq,,5.502128537000001,,,,,,,,,,,,,,,,,,,,,
2e9u,,7.614124973200001,,,,,,,,,,,,,,,,,,,,,
1pb8,,3.7541778576,,,,,,,,,,,,,,,,,,,,,
1gwv,,4.8366770693999985,,,,,,,,,,,,,,,,,,,,,
6g35,,6.4856286035,,,,,,,,,,,,,,,,,,,,,
4tu4,,4.8349680377,,,,,,,,,,,,,,,,,,,,,
3nht,,5.3199002814,,,,,,,,,,,,,,,,,,,,,
5jxn,,3.9504891212,,,,,,,,,,,,,,,,,,,,,
3u81,,7.171170362200001,,,,,,,,,,,,,,,,,,,,,
2v2q,,4.5262787712,,,,,,,,,,,,,,,,,,,,,
3bzf,,5.0020057154,,,,,,,,,,,,,,,,,,,,,
3m96,,5.3528193126,,,,,,,,,,,,,,,,,,,,,
1sl3,,8.31190868,,,,,,,,,,,,,,,,,,,,,
4xiq,,8.9152335446,,,,,,,,,,,,,,,,,,,,,
3tf6,,3.0450910699000002,,,,,,,,,,,,,,,,,,,,,
4kyh,,4.2452787522,,,,,,,,,,,,,,,,,,,,,
5alb,,7.851819742599999,,,,,,,,,,,,,,,,,,,,,
5h1v,,4.9151751692,,,,,,,,,,,,,,,,,,,,,
4fys,,6.5474544756,,,,,,,,,,,,,,,,,,,,,
1qbo,,6.4682228858,,,,,,,,,,,,,,,,,,,,,
2bes,,3.9355552648,,,,,,,,,,,,,,,,,,,,,
3bex,,4.6875512174999985,,,,,,,,,,,,,,,,,,,,,
1e5j,,6.5031663494,,,,,,,,,,,,,,,,,,,,,
4o0x,,8.3045297706,,,,,,,,,,,,,,,,,,,,,
6b97,,7.1895516216,,,,,,,,,,,,,,,,,,,,,
5epn,,8.3808274004,,,,,,,,,,,,,,,,,,,,,
3jzh,,3.2187154877999995,,,,,,,,,,,,,,,,,,,,,
3pfp,,3.1190708713,,,,,,,,,,,,,,,,,,,,,
3uri,,5.984735617399999,,,,,,,,,,,,,,,,,,,,,
3ml2,,4.8191246536999985,,,,,,,,,,,,,,,,,,,,,
2qi7,,5.2823529283,,,,,,,,,,,,,,,,,,,,,
3lmk,,3.4254276395999996,,,,,,,,,,,,,,,,,,,,,
6b98,,3.7465789012,,,,,,,,,,,,,,,,,,,,,
4g0y,,4.1783844642000005,,,,,,,,,,,,,,,,,,,,,
4rlt,,6.6873236837,,,,,,,,,,,,,,,,,,,,,
1qk4,,6.5117188428,,,,,,,,,,,,,,,,,,,,,
4gid,,8.4915037065,,,,,,,,,,,,,,,,,,,,,
5cks,,3.4669431736000003,,,,,,,,,,,,,,,,,,,,,
6mub,,2.927065194,,,,,,,,,,,,,,,,,,,,,
3uev,,3.6059468635000003,,,,,,,,,,,,,,,,,,,,,
4l6t,,5.132383562899999,,,,,,,,,,,,,,,,,,,,,
4ymb,,5.737703520299999,,,,,,,,,,,,,,,,,,,,,
4b5d,,4.6013661425,,,,,,,,,,,,,,,,,,,,,
1f8c,,5.217167672,,,,,,,,,,,,,,,,,,,,,
2gyi,,3.5795338886000003,,,,,,,,,,,,,,,,,,,,,
3mfw,,2.6967346642,,,,,,,,,,,,,,,,,,,,,
4b1j,,7.9589826316,,,,,,,,,,,,,,,,,,,,,
5ja0,,5.4488844979,,,,,,,,,,,,,,,,,,,,,
5khm,,8.1503061632,,,,,,,,,,,,,,,,,,,,,
4xty,,9.623799554400001,,,,,,,,,,,,,,,,,,,,,
4qer,,5.424129210399999,,,,,,,,,,,,,,,,,,,,,
1ado,,3.0842227614,,,,,,,,,,,,,,,,,,,,,
4kb9,,-0.8223669833,,,,,,,,,,,,,,,,,,,,,
4mhy,,3.7582487271,,,,,,,,,,,,,,,,,,,,,
5j8z,,4.0729379417999985,,,,,,,,,,,,,,,,,,,,,
3r1v,,4.876630269700001,,,,,,,,,,,,,,,,,,,,,
1jsv,,4.1369789537,,,,,,,,,,,,,,,,,,,,,
4mhz,,2.7073555994,,,,,,,,,,,,,,,,,,,,,
4jh0,,4.4540080015,,,,,,,,,,,,,,,,,,,,,
6glb,,6.6265320325,,,,,,,,,,,,,,,,,,,,,
2bal,,6.1777315062,,,,,,,,,,,,,,,,,,,,,
3tt4,,5.6613398764,,,,,,,,,,,,,,,,,,,,,
1m83,,8.2555179688,,,,,,,,,,,,,,,,,,,,,
3u8j,,4.2904690711,,,,,,,,,,,,,,,,,,,,,
1n51,,6.068184774700001,,,,,,,,,,,,,,,,,,,,,
2xei,,5.854262416199999,,,,,,,,,,,,,,,,,,,,,
5nlk,,7.0792493954,,,,,,,,,,,,,,,,,,,,,
4u6c,,3.3624941976,,,,,,,,,,,,,,,,,,,,,
1d7j,,2.245506286,,,,,,,,,,,,,,,,,,,,,
3v51,,9.0545893097,,,,,,,,,,,,,,,,,,,,,
3bgb,,5.3509122385999985,,,,,,,,,,,,,,,,,,,,,
1f4g,,5.9318216488000015,,,,,,,,,,,,,,,,,,,,,
3pwd,,5.9914763905,,,,,,,,,,,,,,,,,,,,,
2boj,,4.4689858673,,,,,,,,,,,,,,,,,,,,,
