,pKd,vina,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,delta
4uua,,2.6743485494,,,,,,,,,,,,,,,,,,,,,
4h58,,6.000344284600001,,,,,,,,,,,,,,,,,,,,,
1yvz,,4.8581243170000015,,,,,,,,,,,,,,,,,,,,,
6drx,,7.1428796529000005,,,,,,,,,,,,,,,,,,,,,
1hbj,,1.6204334429,,,,,,,,,,,,,,,,,,,,,
2fl6,,7.8344873739,,,,,,,,,,,,,,,,,,,,,
4wnm,,6.166193708500002,,,,,,,,,,,,,,,,,,,,,
1nu8,,0.2279320175,,,,,,,,,,,,,,,,,,,,,
4glr,,3.6162817376,,,,,,,,,,,,,,,,,,,,,
4mwe,,5.759414824299999,,,,,,,,,,,,,,,,,,,,,
3wut,,5.272656190499999,,,,,,,,,,,,,,,,,,,,,
6ffs,,3.2906708568000003,,,,,,,,,,,,,,,,,,,,,
2fl5,,5.151696354599999,,,,,,,,,,,,,,,,,,,,,
4mho,,8.352367988400001,,,,,,,,,,,,,,,,,,,,,
2wez,,8.6381870367,,,,,,,,,,,,,,,,,,,,,
5yve,,5.590169341699999,,,,,,,,,,,,,,,,,,,,,
1r4w,,3.633122668,,,,,,,,,,,,,,,,,,,,,
5mli,,3.0223602148000004,,,,,,,,,,,,,,,,,,,,,
3wqv,,5.5089866685,,,,,,,,,,,,,,,,,,,,,
5t4b,,9.215773737200001,,,,,,,,,,,,,,,,,,,,,
3jqb,,4.720301546,,,,,,,,,,,,,,,,,,,,,
3dcr,,5.7933827462,,,,,,,,,,,,,,,,,,,,,
4qzw,,-1.3086048392,,,,,,,,,,,,,,,,,,,,,
4acg,,6.9380158959000005,,,,,,,,,,,,,,,,,,,,,
1ci7,,3.4053593531999997,,,,,,,,,,,,,,,,,,,,,
4wnp,,6.661196769899999,,,,,,,,,,,,,,,,,,,,,
1h60,,5.4239898473000006,,,,,,,,,,,,,,,,,,,,,
6di0,,4.7585530495,,,,,,,,,,,,,,,,,,,,,
6g1w,,5.878702303,,,,,,,,,,,,,,,,,,,,,
4umr,,5.733742674299999,,,,,,,,,,,,,,,,,,,,,
5j5d,,0.3162882229,,,,,,,,,,,,,,,,,,,,,
1o4r,,4.651536858499999,,,,,,,,,,,,,,,,,,,,,
4eh3,,4.5580388882,,,,,,,,,,,,,,,,,,,,,
3zmv,,4.827457100099999,,,,,,,,,,,,,,,,,,,,,
5wf3,,4.663272698499999,,,,,,,,,,,,,,,,,,,,,
3w33,,8.8404689089,,,,,,,,,,,,,,,,,,,,,
4tki,,5.725182845999999,,,,,,,,,,,,,,,,,,,,,
3qts,,5.1219680049,,,,,,,,,,,,,,,,,,,,,
6g9h,,8.1684086964,,,,,,,,,,,,,,,,,,,,,
4bjb,,6.849623016000001,,,,,,,,,,,,,,,,,,,,,
2n0w,,4.5707062605,,,,,,,,,,,,,,,,,,,,,
6bgy,,6.3278035602,,,,,,,,,,,,,,,,,,,,,
1w25,,3.7636472135,,,,,,,,,,,,,,,,,,,,,
2ien,,-1.0077932553,,,,,,,,,,,,,,,,,,,,,
4oya,,7.9827477076000015,,,,,,,,,,,,,,,,,,,,,
6min,,3.3571470555,,,,,,,,,,,,,,,,,,,,,
4bs5,,3.1377161870999997,,,,,,,,,,,,,,,,,,,,,
4c3k,,4.5435084513,,,,,,,,,,,,,,,,,,,,,
1rti,,5.8028007578,,,,,,,,,,,,,,,,,,,,,
3efk,,9.3275649481,,,,,,,,,,,,,,,,,,,,,
4ozn,,6.9778150633000005,,,,,,,,,,,,,,,,,,,,,
2y58,,5.964197897399999,,,,,,,,,,,,,,,,,,,,,
4bdj,,5.0259981733,,,,,,,,,,,,,,,,,,,,,
4mk1,,2.2065359623,,,,,,,,,,,,,,,,,,,,,
4wt6,,6.9272702674,,,,,,,,,,,,,,,,,,,,,
1tyn,,2.5684912726,,,,,,,,,,,,,,,,,,,,,
1ahx,,4.1527416538,,,,,,,,,,,,,,,,,,,,,
3r6c,,6.058627400000001,,,,,,,,,,,,,,,,,,,,,
4qpa,,5.3934106492,,,,,,,,,,,,,,,,,,,,,
5ho6,,5.801979249,,,,,,,,,,,,,,,,,,,,,
3hqw,,7.224209024099999,,,,,,,,,,,,,,,,,,,,,
4ju7,,5.6457238743,,,,,,,,,,,,,,,,,,,,,
4i5h,,10.170623684299999,,,,,,,,,,,,,,,,,,,,,
5n9t,,10.555639920199999,,,,,,,,,,,,,,,,,,,,,
6hkj,,6.4830907281,,,,,,,,,,,,,,,,,,,,,
3s7b,,6.821383650999999,,,,,,,,,,,,,,,,,,,,,
6c5t,,7.089041486899999,,,,,,,,,,,,,,,,,,,,,
5twx,,4.264877605,,,,,,,,,,,,,,,,,,,,,
4mbl,,7.7660234173,,,,,,,,,,,,,,,,,,,,,
5o0s,,6.4814037011000005,,,,,,,,,,,,,,,,,,,,,
5j9k,,2.8714153077,,,,,,,,,,,,,,,,,,,,,
2nng,,3.2551259314,,,,,,,,,,,,,,,,,,,,,
5fsl,,3.3368367174,,,,,,,,,,,,,,,,,,,,,
4i6h,,6.1561155559000005,,,,,,,,,,,,,,,,,,,,,
5ni5,,7.892103013400001,,,,,,,,,,,,,,,,,,,,,
1shc,,1.6481006856999998,,,,,,,,,,,,,,,,,,,,,
1xor,,5.5802012126,,,,,,,,,,,,,,,,,,,,,
3r0w,,3.290656187,,,,,,,,,,,,,,,,,,,,,
3r22,,5.9837307361,,,,,,,,,,,,,,,,,,,,,
4j59,,7.5422209485,,,,,,,,,,,,,,,,,,,,,
1yz3,,6.2520780526,,,,,,,,,,,,,,,,,,,,,
4uzh,,6.268662261499999,,,,,,,,,,,,,,,,,,,,,
2ha7,,2.5284793931,,,,,,,,,,,,,,,,,,,,,
5iug,,9.326538062100001,,,,,,,,,,,,,,,,,,,,,
3m11,,9.3129538273,,,,,,,,,,,,,,,,,,,,,
5mmp,,6.4743915367,,,,,,,,,,,,,,,,,,,,,
3ms2,,5.2445855282,,,,,,,,,,,,,,,,,,,,,
3fup,,4.9355221818,,,,,,,,,,,,,,,,,,,,,
5jzs,,2.1694947173,,,,,,,,,,,,,,,,,,,,,
6bfd,,8.235486356900001,,,,,,,,,,,,,,,,,,,,,
2ceo,,4.565901901,,,,,,,,,,,,,,,,,,,,,
4npv,,4.4331915553,,,,,,,,,,,,,,,,,,,,,
4q0a,,7.4856395299,,,,,,,,,,,,,,,,,,,,,
3txo,,6.3828519847,,,,,,,,,,,,,,,,,,,,,
1i8i,,4.408759003399999,,,,,,,,,,,,,,,,,,,,,
5k4z,,6.3358939549,,,,,,,,,,,,,,,,,,,,,
1lt6,,4.0001023848,,,,,,,,,,,,,,,,,,,,,
2jkk,,7.2541134114,,,,,,,,,,,,,,,,,,,,,
4dwb,,2.6675857716,,,,,,,,,,,,,,,,,,,,,
5aa8,,8.330847391799999,,,,,,,,,,,,,,,,,,,,,
5aeh,,8.8566790379,,,,,,,,,,,,,,,,,,,,,
1fvt,,5.1824075809,,,,,,,,,,,,,,,,,,,,,
4az0,,6.1671179059000005,,,,,,,,,,,,,,,,,,,,,
2vj9,,9.0779583011,,,,,,,,,,,,,,,,,,,,,
5v7w,,6.5262346099,,,,,,,,,,,,,,,,,,,,,
4x6i,,4.939497697599999,,,,,,,,,,,,,,,,,,,,,
4i9i,,9.4521335548,,,,,,,,,,,,,,,,,,,,,
4clz,,4.8405278919,,,,,,,,,,,,,,,,,,,,,
2ow9,,9.1488574445,,,,,,,,,,,,,,,,,,,,,
5c7c,,5.7394565614,,,,,,,,,,,,,,,,,,,,,
1fv9,,3.383516021,,,,,,,,,,,,,,,,,,,,,
1y4z,,3.7639699491000003,,,,,,,,,,,,,,,,,,,,,
3rx8,,3.2205932222,,,,,,,,,,,,,,,,,,,,,
1c7f,,6.531288356,,,,,,,,,,,,,,,,,,,,,
5ea7,,1.5150455997,,,,,,,,,,,,,,,,,,,,,
5ar5,,6.3566517219000005,,,,,,,,,,,,,,,,,,,,,
5jin,,5.4730016491,,,,,,,,,,,,,,,,,,,,,
1rpa,,1.2904216221,,,,,,,,,,,,,,,,,,,,,
3zrm,,6.070568617199999,,,,,,,,,,,,,,,,,,,,,
5t1a,,7.1207502596,,,,,,,,,,,,,,,,,,,,,
4ret,,7.1726813516000005,,,,,,,,,,,,,,,,,,,,,
3iw8,,5.2194781655,,,,,,,,,,,,,,,,,,,,,
3nwb,,9.7865609854,,,,,,,,,,,,,,,,,,,,,
4mb9,,6.338409825599999,,,,,,,,,,,,,,,,,,,,,
5svl,,3.9516920448,,,,,,,,,,,,,,,,,,,,,
1pmv,,6.2976864608000005,,,,,,,,,,,,,,,,,,,,,
1ekb,,-0.0969600431,,,,,,,,,,,,,,,,,,,,,
3erd,,6.39823327,,,,,,,,,,,,,,,,,,,,,
5mih,,4.328837933,,,,,,,,,,,,,,,,,,,,,
4bo4,,7.838147489,,,,,,,,,,,,,,,,,,,,,
5mmn,,6.5562636905,,,,,,,,,,,,,,,,,,,,,
2bed,,4.982399527699999,,,,,,,,,,,,,,,,,,,,,
1i32,,5.1083397607,,,,,,,,,,,,,,,,,,,,,
6c91,,5.7671458089,,,,,,,,,,,,,,,,,,,,,
6esj,,6.2097043353000005,,,,,,,,,,,,,,,,,,,,,
4eev,,10.1274211233,,,,,,,,,,,,,,,,,,,,,
1a61,,2.0198040781,,,,,,,,,,,,,,,,,,,,,
2wxq,,4.8902658488,,,,,,,,,,,,,,,,,,,,,
4au7,,5.965694217,,,,,,,,,,,,,,,,,,,,,
3w2q,,3.4089827938,,,,,,,,,,,,,,,,,,,,,
5wlv,,3.3875208764,,,,,,,,,,,,,,,,,,,,,
1f2p,,4.2929262626,,,,,,,,,,,,,,,,,,,,,
5yyz,,2.6051877773,,,,,,,,,,,,,,,,,,,,,
1f1j,,2.6925904457,,,,,,,,,,,,,,,,,,,,,
5foo,,-0.6760944074999999,,,,,,,,,,,,,,,,,,,,,
6e49,,1.5753531474999998,,,,,,,,,,,,,,,,,,,,,
2bmg,,6.6506198440999995,,,,,,,,,,,,,,,,,,,,,
3qtz,,6.6268987775,,,,,,,,,,,,,,,,,,,,,
3mvj,,4.7875259045,,,,,,,,,,,,,,,,,,,,,
3qin,,3.8840862715,,,,,,,,,,,,,,,,,,,,,
1j19,,3.6045458976,,,,,,,,,,,,,,,,,,,,,
6iin,,5.91633034,,,,,,,,,,,,,,,,,,,,,
5aiv,,4.2816891957999985,,,,,,,,,,,,,,,,,,,,,
2uzj,,0.1097594436,,,,,,,,,,,,,,,,,,,,,
3gus,,2.9550551724000003,,,,,,,,,,,,,,,,,,,,,
2rip,,5.9467041609,,,,,,,,,,,,,,,,,,,,,
3orn,,7.646904641299999,,,,,,,,,,,,,,,,,,,,,
1f3j,,4.819021965099999,,,,,,,,,,,,,,,,,,,,,
1a9u,,6.7989608617,,,,,,,,,,,,,,,,,,,,,
2jkm,,6.210166434,,,,,,,,,,,,,,,,,,,,,
1wkm,,1.7556303197,,,,,,,,,,,,,,,,,,,,,
3hmm,,8.134785514799999,,,,,,,,,,,,,,,,,,,,,
2itp,,5.694838364700001,,,,,,,,,,,,,,,,,,,,,
5lxd,,6.1338247948,,,,,,,,,,,,,,,,,,,,,
5mri,,3.5681721285,,,,,,,,,,,,,,,,,,,,,
6cd4,,6.1766092665,,,,,,,,,,,,,,,,,,,,,
2vte,,5.558585262299999,,,,,,,,,,,,,,,,,,,,,
1o2y,,3.9352618688,,,,,,,,,,,,,,,,,,,,,
4awq,,9.836592338300001,,,,,,,,,,,,,,,,,,,,,
4eky,,6.233799481799999,,,,,,,,,,,,,,,,,,,,,
5w8j,,6.5605326023,,,,,,,,,,,,,,,,,,,,,
1czk,,9.2792719665,,,,,,,,,,,,,,,,,,,,,
3bt9,,6.7678682206000005,,,,,,,,,,,,,,,,,,,,,
3h2m,,5.2339572581,,,,,,,,,,,,,,,,,,,,,
2o3p,,5.4448869774,,,,,,,,,,,,,,,,,,,,,
3r9d,,6.5762806326,,,,,,,,,,,,,,,,,,,,,
5mys,,6.270239265,,,,,,,,,,,,,,,,,,,,,
5j5t,,5.506888887100001,,,,,,,,,,,,,,,,,,,,,
6b7d,,3.2896879801999996,,,,,,,,,,,,,,,,,,,,,
3vp2,,2.4758734903,,,,,,,,,,,,,,,,,,,,,
1t29,,2.5594473409000003,,,,,,,,,,,,,,,,,,,,,
4gz3,,5.9083426339,,,,,,,,,,,,,,,,,,,,,
4tw6,,5.4853902952,,,,,,,,,,,,,,,,,,,,,
1oxq,,4.5595425427,,,,,,,,,,,,,,,,,,,,,
6fel,,3.3797825568999995,,,,,,,,,,,,,,,,,,,,,
3eyu,,4.497503958499999,,,,,,,,,,,,,,,,,,,,,
4a7c,,5.6204551438,,,,,,,,,,,,,,,,,,,,,
4n3r,,11.8282230655,,,,,,,,,,,,,,,,,,,,,
5ywx,,5.154967719999998,,,,,,,,,,,,,,,,,,,,,
4ci2,,6.202611487,,,,,,,,,,,,,,,,,,,,,
2oic,,8.5803806898,,,,,,,,,,,,,,,,,,,,,
5tzd,,4.1926581796,,,,,,,,,,,,,,,,,,,,,
3rxo,,4.6472972863,,,,,,,,,,,,,,,,,,,,,
2iqg,,8.4939902376,,,,,,,,,,,,,,,,,,,,,
1au2,,-0.9938862849,,,,,,,,,,,,,,,,,,,,,
1w80,,3.8882158202,,,,,,,,,,,,,,,,,,,,,
1iky,,7.3927576912,,,,,,,,,,,,,,,,,,,,,
4dxg,,4.0520261419,,,,,,,,,,,,,,,,,,,,,
2byh,,8.0897125543,,,,,,,,,,,,,,,,,,,,,
1kf0,,4.884383259,,,,,,,,,,,,,,,,,,,,,
5ih8,,5.1113837442,,,,,,,,,,,,,,,,,,,,,
2pnc,,4.1006565289,,,,,,,,,,,,,,,,,,,,,
2x8e,,6.3029089096,,,,,,,,,,,,,,,,,,,,,
5a3w,,3.1229363636,,,,,,,,,,,,,,,,,,,,,
1n7i,,5.6148806198,,,,,,,,,,,,,,,,,,,,,
2xel,,2.5703910117,,,,,,,,,,,,,,,,,,,,,
3m94,,3.9163011523,,,,,,,,,,,,,,,,,,,,,
4jnm,,8.136230490099999,,,,,,,,,,,,,,,,,,,,,
4i0t,,6.3674120202,,,,,,,,,,,,,,,,,,,,,
3agm,,5.2147031456,,,,,,,,,,,,,,,,,,,,,
4p0w,,0.0081857484,,,,,,,,,,,,,,,,,,,,,
3eky,,7.326200808599999,,,,,,,,,,,,,,,,,,,,,
3k16,,2.1630986845,,,,,,,,,,,,,,,,,,,,,
2ydj,,6.944925371699999,,,,,,,,,,,,,,,,,,,,,
4z8m,,3.6307755,,,,,,,,,,,,,,,,,,,,,
2ez5,,1.7755078987000001,,,,,,,,,,,,,,,,,,,,,
3u6j,,9.8300789471,,,,,,,,,,,,,,,,,,,,,
1y2g,,4.7007687073,,,,,,,,,,,,,,,,,,,,,
1jqe,,6.3423560018,,,,,,,,,,,,,,,,,,,,,
4m5o,,3.7506424358,,,,,,,,,,,,,,,,,,,,,
4bcw,,2.8967647221,,,,,,,,,,,,,,,,,,,,,
3srb,,5.303939539,,,,,,,,,,,,,,,,,,,,,
1gsf,,3.9643300775,,,,,,,,,,,,,,,,,,,,,
5cs2,,4.0372609882,,,,,,,,,,,,,,,,,,,,,
5lgr,,5.390924118099999,,,,,,,,,,,,,,,,,,,,,
2bua,,4.4133433159,,,,,,,,,,,,,,,,,,,,,
3kc3,,6.510156509100001,,,,,,,,,,,,,,,,,,,,,
4mu7,,7.0081668795,,,,,,,,,,,,,,,,,,,,,
1ilh,,2.763570273,,,,,,,,,,,,,,,,,,,,,
2igv,,4.4849686144,,,,,,,,,,,,,,,,,,,,,
3p50,,3.9014406449,,,,,,,,,,,,,,,,,,,,,
4or0,,5.9100076562,,,,,,,,,,,,,,,,,,,,,
3pr0,,1.998686901,,,,,,,,,,,,,,,,,,,,,
3g8e,,5.9981071401,,,,,,,,,,,,,,,,,,,,,
2chz,,5.737402789400001,,,,,,,,,,,,,,,,,,,,,
4wke,,5.461639889,,,,,,,,,,,,,,,,,,,,,
4j77,,3.1916203672,,,,,,,,,,,,,,,,,,,,,
5wkh,,7.5138862298000015,,,,,,,,,,,,,,,,,,,,,
3ntp,,3.6317877162,,,,,,,,,,,,,,,,,,,,,
4ajo,,7.6440953746,,,,,,,,,,,,,,,,,,,,,
5etn,,6.3792432139,,,,,,,,,,,,,,,,,,,,,
5ktw,,6.708697582299999,,,,,,,,,,,,,,,,,,,,,
3emg,,6.2563909737999985,,,,,,,,,,,,,,,,,,,,,
1ouk,,7.824944669000001,,,,,,,,,,,,,,,,,,,,,
5mkz,,4.7393356115000005,,,,,,,,,,,,,,,,,,,,,
3fue,,2.2153965215,,,,,,,,,,,,,,,,,,,,,
3k5k,,4.7550396324,,,,,,,,,,,,,,,,,,,,,
4ytf,,6.916341266400001,,,,,,,,,,,,,,,,,,,,,
1zz3,,1.530426885,,,,,,,,,,,,,,,,,,,,,
3fi3,,8.3661722702,,,,,,,,,,,,,,,,,,,,,
4wnk,,9.0411150984,,,,,,,,,,,,,,,,,,,,,
6bbv,,5.7025253399,,,,,,,,,,,,,,,,,,,,,
5vcx,,6.8769161789,,,,,,,,,,,,,,,,,,,,,
4awm,,4.5956302507,,,,,,,,,,,,,,,,,,,,,
5vdo,,5.1721607256,,,,,,,,,,,,,,,,,,,,,
2vcw,,4.1490668688999985,,,,,,,,,,,,,,,,,,,,,
4hfz,,3.1220635105000003,,,,,,,,,,,,,,,,,,,,,
4zsj,,6.614942890499999,,,,,,,,,,,,,,,,,,,,,
3f82,,8.747220325199999,,,,,,,,,,,,,,,,,,,,,
3t0w,,4.9220993148000005,,,,,,,,,,,,,,,,,,,,,
3i6c,,2.8096994591000004,,,,,,,,,,,,,,,,,,,,,
4g3f,,8.1211866102,,,,,,,,,,,,,,,,,,,,,
5w85,,6.4873816446,,,,,,,,,,,,,,,,,,,,,
3w5t,,7.746901332999999,,,,,,,,,,,,,,,,,,,,,
4fvq,,4.9847687004,,,,,,,,,,,,,,,,,,,,,
6b1y,,-0.1253167665,,,,,,,,,,,,,,,,,,,,,
4d08,,6.7701273698,,,,,,,,,,,,,,,,,,,,,
4xsy,,6.2979505172,,,,,,,,,,,,,,,,,,,,,
2vwx,,7.0929803282,,,,,,,,,,,,,,,,,,,,,
2xke,,5.630034523200001,,,,,,,,,,,,,,,,,,,,,
3pd3,,7.365904622299999,,,,,,,,,,,,,,,,,,,,,
2e9a,,5.5169083605,,,,,,,,,,,,,,,,,,,,,
5j1v,,6.6375050429,,,,,,,,,,,,,,,,,,,,,
1g4k,,5.263377542,,,,,,,,,,,,,,,,,,,,,
4lil,,0.8140198671,,,,,,,,,,,,,,,,,,,,,
3iuc,,5.2217006402,,,,,,,,,,,,,,,,,,,,,
5a0e,,5.3851882263,,,,,,,,,,,,,,,,,,,,,
3oyl,,5.0720980198,,,,,,,,,,,,,,,,,,,,,
4yz9,,7.323655598299999,,,,,,,,,,,,,,,,,,,,,
5dtk,,0.7238959508,,,,,,,,,,,,,,,,,,,,,
5a83,,7.1507720053,,,,,,,,,,,,,,,,,,,,,
2ybp,,4.0688010582,,,,,,,,,,,,,,,,,,,,,
4meq,,5.7117526441,,,,,,,,,,,,,,,,,,,,,
1xoe,,5.0689366779,,,,,,,,,,,,,,,,,,,,,
4s2i,,-0.17869283379999998,,,,,,,,,,,,,,,,,,,,,
5ow8,,7.2047715390999985,,,,,,,,,,,,,,,,,,,,,
1fwu,,3.1207358936,,,,,,,,,,,,,,,,,,,,,
6gub,,7.166857440999999,,,,,,,,,,,,,,,,,,,,,
5x73,,7.4243711102,,,,,,,,,,,,,,,,,,,,,
2ow3,,9.7212437009,,,,,,,,,,,,,,,,,,,,,
4ypf,,3.9168732745,,,,,,,,,,,,,,,,,,,,,
3cbp,,6.013957859,,,,,,,,,,,,,,,,,,,,,
5qa4,,2.8957525059,,,,,,,,,,,,,,,,,,,,,
2vd4,,4.46255316,,,,,,,,,,,,,,,,,,,,,
6hwz,,2.4979148648,,,,,,,,,,,,,,,,,,,,,
4kmd,,6.604776719099999,,,,,,,,,,,,,,,,,,,,,
5uwp,,2.6199749357,,,,,,,,,,,,,,,,,,,,,
5td7,,4.0855759745,,,,,,,,,,,,,,,,,,,,,
3gds,,3.6555307875,,,,,,,,,,,,,,,,,,,,,
6ez6,,5.8675385852,,,,,,,,,,,,,,,,,,,,,
5eds,,6.876057995599999,,,,,,,,,,,,,,,,,,,,,
1pxm,,6.079803256299999,,,,,,,,,,,,,,,,,,,,,
6agg,,2.0730041078,,,,,,,,,,,,,,,,,,,,,
1svh,,9.8522523498,,,,,,,,,,,,,,,,,,,,,
5yqo,,9.1588329085,,,,,,,,,,,,,,,,,,,,,
4odq,,2.8220220911,,,,,,,,,,,,,,,,,,,,,
6bij,,6.7927922108,,,,,,,,,,,,,,,,,,,,,
5oae,,3.6514745877999997,,,,,,,,,,,,,,,,,,,,,
5dtm,,6.0480578091,,,,,,,,,,,,,,,,,,,,,
5w7j,,3.3669978261999995,,,,,,,,,,,,,,,,,,,,,
4x14,,3.4976250603,,,,,,,,,,,,,,,,,,,,,
2yol,,4.2716550526,,,,,,,,,,,,,,,,,,,,,
4og8,,6.5966863244,,,,,,,,,,,,,,,,,,,,,
3a2c,,5.5342700688,,,,,,,,,,,,,,,,,,,,,
1etz,,6.1065389668,,,,,,,,,,,,,,,,,,,,,
2p3d,,6.019084954099998,,,,,,,,,,,,,,,,,,,,,
3zls,,4.3393635145000005,,,,,,,,,,,,,,,,,,,,,
4h39,,3.4849210135,,,,,,,,,,,,,,,,,,,,,
3dxh,,3.7244788475,,,,,,,,,,,,,,,,,,,,,
4tw8,,5.5880495556,,,,,,,,,,,,,,,,,,,,,
5t2t,,4.0598818198,,,,,,,,,,,,,,,,,,,,,
3tz2,,4.693015718,,,,,,,,,,,,,,,,,,,,,
4i0r,,4.9042241635,,,,,,,,,,,,,,,,,,,,,
1tfq,,3.7140779593,,,,,,,,,,,,,,,,,,,,,
1w0x,,4.9697541601,,,,,,,,,,,,,,,,,,,,,
4ycv,,6.269681812599999,,,,,,,,,,,,,,,,,,,,,
5toz,,1.7796741219,,,,,,,,,,,,,,,,,,,,,
3lpf,,6.5953660423999985,,,,,,,,,,,,,,,,,,,,,
3qxh,,4.7602840859,,,,,,,,,,,,,,,,,,,,,
2zu4,,2.3633927988,,,,,,,,,,,,,,,,,,,,,
5ke0,,7.5642916626,,,,,,,,,,,,,,,,,,,,,
4x3u,,10.832877135499999,,,,,,,,,,,,,,,,,,,,,
4kn7,,5.4506081994,,,,,,,,,,,,,,,,,,,,,
5aqj,,3.0468367761,,,,,,,,,,,,,,,,,,,,,
4u2w,,7.400686718099999,,,,,,,,,,,,,,,,,,,,,
2r3j,,5.5944529233,,,,,,,,,,,,,,,,,,,,,
4kon,,2.9779400604000004,,,,,,,,,,,,,,,,,,,,,
5wei,,2.8162055154,,,,,,,,,,,,,,,,,,,,,
6f7q,,6.537706393500001,,,,,,,,,,,,,,,,,,,,,
2jdo,,5.8170964779,,,,,,,,,,,,,,,,,,,,,
5fd2,,7.1412366352999985,,,,,,,,,,,,,,,,,,,,,
5yp6,,8.4948557558,,,,,,,,,,,,,,,,,,,,,
3f36,,4.2180075939999995,,,,,,,,,,,,,,,,,,,,,
6eo9,,3.8962402008,,,,,,,,,,,,,,,,,,,,,
5klp,,3.2366346485000004,,,,,,,,,,,,,,,,,,,,,
4na4,,7.069897397899999,,,,,,,,,,,,,,,,,,,,,
2uze,,6.0835953996,,,,,,,,,,,,,,,,,,,,,
3u7n,,3.683366733,,,,,,,,,,,,,,,,,,,,,
4byj,,5.5867219386999984,,,,,,,,,,,,,,,,,,,,,
3ax5,,1.9480834259,,,,,,,,,,,,,,,,,,,,,
3pa5,,7.0673668574000015,,,,,,,,,,,,,,,,,,,,,
5c7e,,2.975402185,,,,,,,,,,,,,,,,,,,,,
1hgj,,3.0269445272999995,,,,,,,,,,,,,,,,,,,,,
4a9s,,5.6329318087,,,,,,,,,,,,,,,,,,,,,
5x4n,,1.2983946584000001,,,,,,,,,,,,,,,,,,,,,
5wdj,,4.1242749069,,,,,,,,,,,,,,,,,,,,,
4bgh,,5.685324999400001,,,,,,,,,,,,,,,,,,,,,
1bm2,,4.567786970299999,,,,,,,,,,,,,,,,,,,,,
